timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
2880263908,2880263810,0.011149403,0.021596491,-0.03090008
2880284925,2880284795,0.024184804,-0.010970973,-0.026825113
2880302928,2880302829,-0.03722839,-0.02535195,0.02853908
2880323863,2880323767,-7.722899e-05,-0.019395897,0.033719238
2880344865,2880344752,0.021066505,-0.022995472,-0.0025575226
2880365863,2880365737,0.042411536,-0.021053916,-0.037885062
2880382308,2880382225,0.0016161796,-0.010631412,0.009298133
2880403303,2880403210,-0.029097866,-0.0074899145,0.037166387
2880424327,2880424195,-0.019445088,-0.029344635,0.021750197
2880446805,2880446678,-0.085761935,-0.024618823,0.00016307889
2880463252,2880463167,-0.106521346,0.016046276,-0.010991004
2880484239,2880484152,-0.16715147,-0.014074928,0.010147713
2880506721,2880506635,-0.098575704,-0.021920891,0.011298788
2880523270,2880523123,-0.07533175,-0.053869806,-0.01955213
2880544207,2880544110,-0.057681274,-0.051863875,-0.03226022
2880565227,2880565140,-0.055246618,-0.044303466,-0.009366554
2880586214,2880586079,-0.023414154,-0.045513272,0.008919257
2880602726,2880602613,-0.008428722,-0.059414003,-0.015207558
2880623636,2880623551,-0.008275118,-0.022111075,-0.035554864
2880646122,2880646035,-0.015623982,0.023031307,-0.029752161
2880662654,2880662570,-0.011031914,0.04806187,0.00048276864
2880683619,2880683508,-0.06385745,0.07528504,0.0039583305
2880704586,2880704498,-0.022135206,0.094079405,0.0001454032
2880725561,2880725478,-0.027844097,0.08940715,-0.0051484294
2880743548,2880743465,0.013932115,0.10357986,-0.032109875
2880764537,2880764450,-0.028716188,0.0772126,-0.021063648
2880785524,2880785435,-0.08045851,0.07010392,0.003011977
2880803511,2880803422,-0.051463295,0.03713429,-0.0043365927
2880824510,2880824407,-0.032667607,0.0031610634,-0.025486013
2880845553,2880845392,0.011309815,-0.007462805,-0.027091313
2880867963,2880867875,-0.024956986,-0.016248021,-0.0057922928
2880882954,2880882865,0.0005872126,-0.03828685,-0.013714725
2880903942,2880903850,-0.0153302895,-0.026182272,-0.03187718
2880924983,2880924882,0.056048244,0.0032800636,-0.026870899
2880942924,2880942825,-0.031101827,0.019004125,0.010433061
2880963903,2880963807,0.028719649,-0.008511606,-0.01187259
2880986387,2880986290,0.0010996102,-0.0128716,-0.023440598
2881002866,2881002778,-0.015591715,0.04087175,-0.0007373362
2881023861,2881023763,-0.06807324,0.03526364,0.024344059
2881044895,2881044795,-0.05194038,0.0018209543,0.008877149
2881065831,2881065733,0.015039012,-0.018268337,-0.011834113
2881082364,2881082268,-0.011041835,0.00902922,-0.0044592237
2881103295,2881103206,0.011912531,0.020324158,0.015085036
2881124291,2881124191,-0.03389619,0.025527248,0.017953373
2881142321,2881142225,0.0314809,0.028134614,0.0014864978
2881163253,2881163163,0.017992985,0.04475385,0.0014186486
2881184322,2881184148,0.019022368,0.043371126,-0.0029431814
2881205219,2881205133,0.03499065,0.05626952,0.0063417084
2881223214,2881223121,-0.008012091,0.042996604,0.01788723
2881244191,2881244105,0.034210194,0.051718354,0.014935462
2881265192,2881265090,0.060531538,0.07340202,0.006463394
2881286160,2881286075,0.07479243,0.05359491,-0.0029071923
2881302650,2881302563,0.018530138,0.036279712,0.02211034
2881323635,2881323548,0.005064664,0.008449149,0.023565535
2881346116,2881346031,0.00095499074,-0.0063775303,0.019482484
2881362604,2881362519,0.056676053,-0.0044155205,-0.008542565
2881383588,2881383504,0.011262944,-0.014800828,0.009213037
2881404631,2881404536,-0.006585123,-0.028707856,0.03508216
2881422560,2881422476,-0.025504269,-0.043960653,0.027150502
2881443546,2881443461,0.013803764,-0.051757142,-0.008296149
2881464576,2881464493,-0.0037714296,-0.06730559,-0.015622815
2881482594,2881482433,-0.027519487,-0.051942322,0.027715236
2881503519,2881503422,-0.037323646,-0.038882438,0.049282897
2881524545,2881524450,-0.028583148,-0.03916024,0.025189819
2881545488,2881545388,0.021226365,-0.0196514,-0.014112447
2881566460,2881566373,0.015388157,-0.033852324,-0.0116162645
2881582953,2881582861,-0.05212942,-1.5517347e-05,0.043416258
2881603937,2881603846,-0.019831775,-0.02088107,0.026102804
2881624914,2881624831,0.04392856,-0.023850763,-0.0044382503
2881642910,2881642821,0.093435824,-0.019409293,-0.0077290377
2881663898,2881663803,0.07741572,-0.023115152,0.018426036
2881684871,2881684788,0.04134482,-0.029862924,0.029024044
2881705866,2881705773,0.060020234,-0.018298058,0.022233166
2881723929,2881723759,0.056871824,-0.00037198735,-0.014309887
2881744841,2881744745,0.05930961,0.017851312,-0.008430336
2881765824,2881765729,-0.014668197,0.046179097,0.014366951
2881783816,2881783717,-0.035651837,0.039841853,0.012326639
2881803289,2881803203,-0.021190992,0.03335938,-0.0011618052
2881824329,2881824234,0.024743976,0.060161915,-0.006005254
2881845333,2881845173,0.016771583,0.072214134,0.0011004704
2881863250,2881863159,-0.01512681,0.03636935,-0.0005967307
2881884300,2881884193,-0.007265213,-0.0142117515,-0.0050380593
2881905212,2881905129,0.0019522364,-0.04244101,-0.011539346
2881923205,2881923116,0.05158504,-0.007988933,-0.0037325008
2881944240,2881944148,0.03463039,-0.019080205,-0.0004496791
2881965185,2881965086,0.02849854,-0.015128213,-0.01048756
2881986158,2881986071,0.004168195,-0.025680024,-0.01704294
2882002654,2882002559,0.038921252,-0.019372752,-0.010532245
2882023634,2882023544,0.02896306,0.0084861135,0.006219859
2882044621,2882044529,0.00955424,0.022654641,0.0019535401
2882062666,2882062515,0.0027458332,0.028853213,-0.016414126
2882083588,2882083501,-0.010561661,0.03707292,-0.015288405
2882104570,2882104486,0.041305214,0.062394347,-0.0030646187
2882124114,2882124018,0.03796393,0.07869248,0.0066736965
2882143578,2882143457,0.04417633,0.07103195,-0.014826333
2882164532,2882164442,0.025506044,0.041978486,-0.018886816
2882182581,2882182431,0.045496475,0.009286627,-0.007520169
2882203572,2882203420,0.083256066,0.004337093,0.004650499
2882224497,2882224408,0.04179348,0.001644406,0.0011689877
2882245481,2882245384,0.06979158,-0.027376905,-0.014606172
2882266499,2882266416,0.025065871,-0.060375776,-0.012209015
2882282947,2882282857,0.07999001,-0.08671589,-0.0010568496
2882304042,2882303889,0.04889616,-0.10896918,0.005161742
2882324911,2882324827,0.04796864,-0.102700524,-0.0071391803
2882342927,2882342814,0.035241112,-0.08812664,-0.006006794
2882363935,2882363846,0.048064437,-0.09611185,-0.0004441766
2882384937,2882384784,0.094472475,-0.086142614,0.009424381
2882402914,2882402771,0.015718192,-0.03457548,-0.0020349114
2882423928,2882423803,0.0156285,0.005760764,-0.0031065377
2882444837,2882444741,-0.06905751,0.011122191,0.00095450855
2882467308,2882467224,-0.045061,-0.00030788803,0.008397793
2882482313,2882482213,-0.06270722,-0.00580947,0.013210716
2882503288,2882503199,-0.019352049,0.039208375,-0.0045504356
2882524275,2882524183,-0.017689595,0.050284985,-0.0074078166
2882545280,2882545168,-0.017888168,0.01851599,-0.0056627295
2882563245,2882563155,0.04070514,-0.023396222,0.013582479
2882584227,2882584142,0.03712722,-0.0300062,0.016547788
2882602343,2882602130,0.10354564,-0.009585975,-0.0069187884
2882623194,2882623112,0.060935173,-0.007996236,-0.011249386
2882644182,2882644097,0.058698043,-0.02177387,-0.008459099
2882665171,2882665082,0.06806507,-0.059368167,0.007428195
2882686207,2882686114,0.044681363,-0.06483939,0.018937774
2882702644,2882702556,0.07290116,-0.03353021,0.0054255105
2882725123,2882725039,0.040538058,-0.02923607,-0.002980776
2882744614,2882744525,0.008010315,-0.031292945,-0.00792272
2882762626,2882762512,-0.011075559,-0.068113156,0.009883195
2882785085,2882785000,-0.01984859,-0.07385051,0.014996504
2882804596,2882804482,0.004912405,-0.04845642,0.009463578
2882825554,2882825467,0.023097374,-0.043573726,-0.006857512
2882843583,2882843501,0.0188827,-0.018013375,-0.01366017
2882864526,2882864439,-0.011345395,-0.021734046,-0.009604044
2882885507,2882885424,-0.003730559,-0.02411094,0.002071111
2882903589,2882903457,0.0024543386,-0.024853151,0.013850495
2882924494,2882924395,0.037155498,-0.016652104,-0.002865905
2882945474,2882945380,0.007406787,-0.026475627,-0.011614088
2882966449,2882966365,-0.016116666,-0.039431285,-0.023197398
2882982953,2882982853,-0.02566216,-0.056647796,0.007909562
2883003926,2883003838,-0.00053811655,-0.05596605,0.014086232
2883024911,2883024825,0.027698921,-0.043896936,-0.0021049397
2883042928,2883042810,0.04367618,-0.021677535,-0.03349093
2883063886,2883063795,0.043875296,-0.0022193494,-0.023325786
2883084901,2883084780,-0.008303346,0.010643477,0.0036365674
2883105905,2883105812,-0.028899428,0.025894012,0.023455013
2883123865,2883123752,-0.036194216,0.021340938,-0.009856435
2883144834,2883144737,-0.024979081,0.036879864,-0.039836742
2883165859,2883165768,-0.019840568,0.029629188,-0.035909325
2883182322,2883182215,-0.080670215,0.042145517,0.01871946
2883203360,2883203244,-0.06721797,0.040242814,0.010249315
2883224276,2883224180,-0.05684813,0.022821551,-0.013219381
