timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
2893204102,-0.009016714,-0.07336157,-0.020520095,0.0
2893403521,-0.01179333,-0.07125818,-0.019542515,0.0
2893605851,-0.015013689,-0.06739381,-0.019666709,0.0
2893805214,-0.018679755,-0.06266628,-0.020111583,0.0
2894004512,-0.023089506,-0.062383357,-0.020785948,0.0
2894203882,-0.02624928,-0.066396296,-0.022033246,0.0
2894403237,-0.029196065,-0.057317026,-0.022782877,0.0
2894604083,-0.028210618,-0.05639918,-0.020607179,0.0
2894803450,-0.026098244,-0.051370043,-0.014283981,0.0
2895005843,-0.021259042,-0.045741577,-0.00637348,0.0
2895205139,-0.022154666,-0.04666535,0.0013579556,0.0
2895404543,-0.017288694,-0.045733046,0.0072041363,0.0
2895603858,-0.014913908,-0.04906954,0.010438634,0.0
2895804719,-0.01336159,-0.04618859,0.01064491,0.0
2896004102,-0.013577431,-0.043788787,0.008266407,0.0
2896203423,-0.010657785,-0.044256765,0.005394049,0.0
2896405771,-0.003152496,-0.03861428,0.0040355893,0.0
2896605143,0.00020272098,-0.03668289,0.0050186384,0.0
2896803029,0.0005940846,-0.036453687,0.008462756,0.0
2897003838,0.0002764649,-0.031360723,0.012078066,0.0
2897204720,-0.0006221685,-0.028200299,0.014630142,0.0
2897404039,-0.001066139,-0.025749924,0.016157318,0.0
2897603399,-0.00038974252,-0.028322233,0.015958764,0.0
2897802798,-0.0050088293,-0.02828769,0.014519555,0.0
2898005149,-0.0015887845,-0.02673387,0.013043866,0.0
2898204466,-7.935282e-05,-0.030216927,0.011589142,0.0
2898405337,0.0026752898,-0.03264802,0.039513715,0.0
2898604793,0.002467156,-0.037403785,0.077264085,0.0
2898804047,-0.008446368,-0.03140642,0.082843676,0.0
2899003386,-0.021705363,-0.015738226,0.06269534,0.0
2899205731,-0.034808833,-0.012293084,0.038557354,0.0
2899405089,-0.037017416,-0.011792529,0.022814197,0.0
2899604446,-0.029686835,-0.017937455,0.018891534,0.0
2899803884,-0.030531183,-0.014402765,0.022017263,0.0
2900006203,-0.033474483,-0.017322069,0.026685132,0.0
2900204035,-0.03617129,-0.013129104,0.029115263,0.0
2900403427,-0.035532176,-0.008019529,0.027660556,0.0
2900605778,-0.033920873,0.0018972736,0.021966435,0.0
2900805072,-0.031924386,0.014857263,0.016831644,0.0
2901004436,-0.033057895,0.020195499,0.013753183,0.0
2901203772,-0.027343027,0.019867254,0.009060922,0.0
2901404680,-0.021673132,0.026009643,0.009200761,0.0
2901604001,-0.02258843,0.028584888,0.016171005,0.0
2901803357,-0.021130646,0.025683584,0.024964375,0.0
2902005692,-0.024088837,0.023681914,0.030454341,0.0
2902205070,-0.021508899,0.030501168,0.033007964,0.0
2902404455,-0.018149162,0.03326302,0.011519847,0.0
2902603770,-0.012534198,0.029081993,-0.035930414,0.0
2902804634,-0.014315973,0.02229098,-0.060434185,0.0
2903004031,-0.01705192,0.016965624,-0.0548731,0.0
2903203368,-0.027305355,0.014105929,-0.030176247,0.0
2903405674,-0.029851977,0.015345194,-0.0009059353,0.0
2903605030,-0.029035311,0.011647535,0.019775668,0.0
2903804396,-0.027093353,0.009433868,0.02691953,0.0
2904005248,-0.024276236,0.006861684,0.023505505,0.0
2904204609,-0.023568613,0.0024681638,0.014126738,0.0
2904403962,-0.017952241,-0.0033293979,0.003526525,0.0
2904603312,-0.012810378,0.0012954903,-0.0065028616,0.0
2904804183,-0.010862571,0.004348133,-0.013264749,0.0
2905005083,-0.005684112,0.0015809701,-0.016607722,0.0
2905202883,-0.002937291,0.0016049912,-0.016993763,0.0
2905403727,-0.0036243463,0.011344989,-0.012184296,0.0
2905604637,-0.002577443,0.008409488,-0.004814124,0.0
2905803973,-0.0027238594,0.010703914,0.0010083909,0.0
2906003303,-0.0060410965,0.011357048,0.0024833083,0.0
2906202668,-0.008052071,0.0077650193,-0.0013304328,0.0
2906404999,-0.030321697,0.014194387,-0.013148094,0.0
2906604356,-0.05253163,0.02113855,-0.038002133,0.0
2906805216,-0.05556796,0.024822563,-0.060040805,0.0
2907004609,-0.07092798,0.0296153,-0.08038415,0.0
2907203973,-0.08055162,0.03942118,-0.100783214,0.0
2907403325,-0.088222325,0.054113045,-0.11803808,0.0
2907605681,-0.09509521,0.0707596,-0.13207692,0.0
2907804986,-0.10162794,0.07857799,-0.13826552,0.0
2908005889,-0.10333905,0.08101798,-0.14064512,0.0
2908203693,-0.10333905,0.08097861,-0.14064512,0.0
2908404553,-0.10333905,0.08097861,-0.14064512,0.0
2908603918,-0.10333905,0.08097861,-0.14064512,0.0
2908803260,-0.10333905,0.08097861,-0.14064512,0.0
2909002628,-0.10333905,0.08097861,-0.14064512,0.0
2909204988,-0.10333905,0.08097861,-0.14064512,0.0
2909404378,-0.10333905,0.08097861,-0.14064512,0.0
2909605181,-0.10333905,0.08097861,-0.14064512,0.0
2909804546,-0.10333905,0.08097861,-0.14064512,0.0
2910003944,-0.10333905,0.08097861,-0.14064512,0.0
2910203259,-0.10333905,0.08097861,-0.14064512,0.0
2910405597,-0.10333905,0.08097861,-0.14064512,0.0
2910604963,-0.10333905,0.08097861,-0.14064512,0.0
2910804318,0.0,0.0,0.0,0.0
2911005182,0.0,0.0,0.0,0.0
