timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
2892677374,2892676419,0.093661286,0.09361664,0.20874897,0.25946808,0.25946435,0.59087205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.093475014,0.09342813,nan,0.0,0.0,0.090349555,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.04406378
2893189273,2893187501,0.093610264,0.09354985,0.20876525,0.25947347,0.25947055,0.59092253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09472076,0.09466309,nan,0.0,0.0,0.09033787,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.047263123
2893691424,2893689636,0.09347322,0.09344578,0.20877855,0.2594262,0.2594236,0.59097314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09216755,0.0921379,nan,0.0,0.0,0.09032809,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.043453842
2894188730,2894182825,0.09347963,0.09348151,0.20875098,0.25941458,0.25941226,0.5908326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.0933478,0.09334808,nan,0.0,0.0,0.09032185,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.045095466
2894686690,2894680417,0.0935052,0.09350806,0.20875384,0.25945577,0.25945428,0.5908614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09291328,0.09291585,nan,0.0,0.0,0.090315856,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.044548266
2895183635,2895182551,0.09349919,0.09349819,0.20876168,0.25945362,0.2594528,0.59089804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09169393,0.09169296,nan,0.0,0.0,0.09031059,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.045855835
2895681077,2895680189,0.093453236,0.09345258,0.20879675,0.2594573,0.2594569,0.5911007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09099768,0.09099556,nan,0.0,0.0,0.09030567,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.044983916
2896177366,2896176375,0.093494035,0.09349246,0.20879251,0.2595003,0.25950038,0.59109855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.092005506,0.092005044,nan,0.0,0.0,0.09030106,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.046880744
2896690911,2896688955,0.093501255,0.09349808,0.2087891,0.25949284,0.25949308,0.59109557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09312942,0.09312646,nan,0.0,0.0,0.090296574,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.043029014
2897191594,2897189591,0.09343071,0.093429975,0.20879303,0.25944418,0.25944433,0.5911104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09235096,0.092350185,nan,0.0,0.0,0.09029313,0.0025368347,0.002531065,0.0025191633,0.0,0.0,0.0,0.0,0.04609428
